Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,RelevantEducationLevel,JobLevel,JobRole,RecruiterScore,MaritalStatus,JobType,NumCompaniesWorked,OverTime,SalaryExpectation,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,MonthlyIncome,Ethnicity,HIRED
24,Non-Travel,Research & Development,11,2,Other,Female,3,2,Manufacturing Director,2,Divorced,4011,5,No,18,2,4,1,4,4,4,2,full_time,non-minority,NO
39,Travel_Rarely,Sales,6,3,Medical,Male,3,3,Sales Executive,2,Married,8237,5,No,11,2,1,1,4,4,7,2,full_time,non-minority,NO
55,Non-Travel,Research & Development,8,1,Medical,Male,3,4,Healthcare Representative,2,Divorced,13577,5,Yes,15,2,4,1,4,4,33,2,full_time,non-minority,NO
22,Travel_Frequently,Research & Development,4,1,Technical Degree,Male,3,1,Laboratory Technician,2,Single,3894,5,No,16,2,3,1,4,4,2,2,full_time,non-minority,NO
55,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,3,Sales Executive,2,Married,10239,5,No,14,2,4,1,4,4,1,2,full_time,minority,NO
34,Travel_Rarely,Sales,9,1,Life Sciences,Female,3,2,Sales Executive,2,Married,5714,5,No,20,2,1,1,4,4,6,2,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,3,1,Research Scientist,2,Married,2543,5,No,13,2,2,1,4,4,2,2,full_time,non-minority,NO
49,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,3,5,Research Director,2,Divorced,19502,5,Yes,17,2,3,1,4,4,31,2,contract,non-minority,NO
28,Travel_Rarely,Research & Development,1,3,Medical,Female,3,1,Research Scientist,2,Married,3591,5,No,25,2,3,1,4,4,3,2,full_time,non-minority,NO
37,Travel_Rarely,Human Resources,6,4,Human Resources,Male,3,1,Human Resources,2,Divorced,2073,5,Yes,22,2,4,1,4,4,3,2,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,3,3,Manufacturing Director,2,Divorced,10252,5,Yes,21,2,3,1,4,4,7,2,full_time,non-minority,NO
29,Travel_Rarely,Research & Development,25,5,Technical Degree,Female,3,1,Research Scientist,2,Married,2546,5,No,16,2,2,1,4,4,2,2,full_time,non-minority,NO
38,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,3,Manufacturing Director,2,Single,7861,5,Yes,14,2,4,1,4,4,1,2,full_time,non-minority,NO
28,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,3,1,Laboratory Technician,2,Married,3867,5,Yes,12,2,2,1,4,4,2,2,full_time,non-minority,NO
55,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,3,3,Manufacturing Director,2,Married,10976,5,No,18,2,2,1,4,4,3,2,full_time,non-minority,NO
41,Travel_Rarely,Sales,6,3,Life Sciences,Female,3,3,Manager,2,Single,13591,5,Yes,18,2,3,1,4,4,1,2,contract,minority,NO
32,Travel_Frequently,Sales,8,3,Marketing,Female,3,3,Sales Executive,2,Single,8998,5,No,14,2,4,1,4,4,9,2,full_time,non-minority,NO
50,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,3,1,Laboratory Technician,2,Married,2380,5,No,18,2,2,1,4,4,1,2,full_time,non-minority,NO
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,1,Research Scientist,2,Divorced,3760,5,No,15,2,1,1,4,4,3,2,full_time,non-minority,NO
50,Non-Travel,Research & Development,2,4,Life Sciences,Male,3,4,Manager,2,Divorced,17924,5,No,11,2,4,1,4,4,31,2,full_time,non-minority,NO
39,Travel_Rarely,Research & Development,10,1,Medical,Male,3,4,Manager,2,Married,17068,5,Yes,14,2,4,1,4,4,21,2,contract,non-minority,NO
30,Travel_Rarely,Sales,9,3,Medical,Male,3,1,Sales Representative,2,Single,1081,5,No,13,2,3,1,4,4,1,2,full_time,non-minority,NO
24,Travel_Rarely,Research & Development,24,3,Medical,Male,3,1,Laboratory Technician,2,Single,3597,5,No,22,2,4,1,4,4,4,2,contract,non-minority,NO
44,Travel_Frequently,Research & Development,2,1,Medical,Male,3,3,Manufacturing Director,2,Single,10209,5,Yes,18,2,2,1,4,4,2,2,full_time,non-minority,NO
48,Travel_Frequently,Research & Development,22,3,Medical,Female,3,4,Manager,2,Divorced,17174,5,No,11,2,2,1,4,4,22,2,contract,non-minority,NO
33,Non-Travel,Sales,8,1,Life Sciences,Female,3,1,Sales Representative,2,Single,2342,5,No,19,2,4,1,4,4,2,2,full_time,non-minority,NO
46,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,3,5,Research Director,2,Married,19081,5,No,11,2,1,1,4,4,4,2,full_time,non-minority,NO
34,Travel_Rarely,Sales,13,4,Medical,Male,3,3,Sales Executive,2,Divorced,8628,5,No,18,2,3,1,4,4,8,2,full_time,non-minority,NO
26,Travel_Rarely,Research & Development,2,1,Medical,Male,3,1,Research Scientist,2,Single,3904,5,No,12,2,4,1,4,4,4,2,full_time,non-minority,NO
39,Travel_Rarely,Research & Development,10,5,Medical,Male,3,2,Manufacturing Director,2,Married,5377,5,No,13,2,4,1,4,4,7,2,contract,non-minority,NO
35,Travel_Rarely,Research & Development,6,1,Life Sciences,Male,3,1,Research Scientist,2,Married,3506,5,Yes,14,2,4,1,4,4,3,2,full_time,non-minority,NO
37,Travel_Rarely,Human Resources,8,2,Other,Male,3,2,Human Resources,2,Divorced,4071,5,No,13,2,3,1,4,4,10,2,full_time,non-minority,NO
32,Travel_Rarely,Research & Development,2,1,Technical Degree,Male,3,2,Laboratory Technician,2,Single,2176,5,No,13,2,4,1,4,4,6,2,contract,non-minority,NO
38,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,3,1,Research Scientist,2,Single,2619,5,No,17,2,4,1,4,4,0,2,full_time,non-minority,NO
28,Travel_Rarely,Research & Development,19,4,Medical,Male,3,1,Laboratory Technician,2,Married,3196,5,No,12,2,3,1,4,4,6,2,full_time,non-minority,NO
40,Non-Travel,Research & Development,16,2,Life Sciences,Male,3,1,Research Scientist,2,Divorced,3544,5,No,16,2,2,1,4,4,4,2,full_time,non-minority,NO
40,Non-Travel,Research & Development,8,2,Life Sciences,Male,3,2,Healthcare Representative,2,Divorced,4069,5,Yes,18,2,3,1,4,4,2,2,contract,non-minority,NO
52,Travel_Frequently,Research & Development,25,4,Medical,Female,3,4,Manufacturing Director,2,Married,13826,5,No,22,2,3,1,4,4,9,2,full_time,non-minority,NO
26,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,3,1,Laboratory Technician,2,Single,2293,5,No,12,2,3,1,4,4,1,2,contract,minority,NO
35,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,3,3,Manager,2,Divorced,11996,5,No,18,2,2,1,4,4,7,2,full_time,non-minority,NO
18,Travel_Rarely,Sales,10,3,Medical,Female,3,1,Sales Representative,2,Single,1200,5,No,12,2,1,1,4,4,0,2,contract,non-minority,NO
53,Travel_Rarely,Sales,1,1,Medical,Female,3,2,Sales Executive,2,Single,8381,5,No,20,2,4,1,4,4,14,2,full_time,non-minority,NO
25,Travel_Rarely,Research & Development,19,1,Medical,Male,3,1,Laboratory Technician,2,Married,3669,5,No,11,2,3,1,4,4,3,2,full_time,non-minority,NO
34,Travel_Rarely,Human Resources,3,2,Human Resources,Male,3,1,Human Resources,2,Married,3737,5,No,19,2,3,1,4,4,3,2,full_time,non-minority,NO
34,Travel_Frequently,Research & Development,15,3,Medical,Male,2,4,Research Director,3,Divorced,17007,4,No,14,3,4,1,5,2,14,2,full_time,non-minority,NO
34,Travel_Rarely,Sales,2,3,Other,Male,2,2,Sales Executive,3,Single,6274,4,No,22,3,3,1,5,2,6,2,full_time,non-minority,NO
37,Travel_Rarely,Research & Development,10,3,Medical,Female,2,1,Laboratory Technician,3,Married,3452,4,No,20,3,2,1,5,2,5,2,full_time,non-minority,NO
57,Travel_Rarely,Sales,29,3,Marketing,Male,2,4,Manager,3,Divorced,14118,4,No,12,3,3,1,5,2,1,2,full_time,non-minority,NO
41,Travel_Rarely,Human Resources,10,4,Human Resources,Male,2,5,Manager,3,Divorced,19141,4,No,15,3,2,1,5,2,21,2,contract,non-minority,NO
28,Travel_Rarely,Research & Development,17,3,Technical Degree,Male,2,1,Laboratory Technician,3,Divorced,2367,4,No,12,3,1,1,5,2,4,2,contract,non-minority,NO
31,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,1,Laboratory Technician,3,Married,2218,4,No,12,3,3,1,5,2,4,2,full_time,non-minority,NO
49,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,2,3,Healthcare Representative,3,Divorced,10466,4,No,14,3,2,1,5,2,8,2,full_time,non-minority,NO
46,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,5,Research Director,3,Married,19081,4,No,11,3,1,1,5,2,4,2,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,2,1,Laboratory Technician,3,Divorced,2835,4,No,22,3,1,1,5,2,1,2,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,2,1,Research Scientist,3,Divorced,2911,4,No,17,3,4,1,5,2,5,2,contract,non-minority,NO
40,Travel_Rarely,Research & Development,12,3,Life Sciences,Female,2,2,Healthcare Representative,3,Divorced,4448,4,No,12,3,2,1,5,2,7,2,contract,non-minority,NO
32,Non-Travel,Sales,26,4,Marketing,Male,2,2,Sales Executive,3,Married,4465,4,No,18,3,1,1,5,2,3,2,full_time,non-minority,NO
31,Travel_Rarely,Sales,20,3,Life Sciences,Female,2,2,Sales Executive,3,Married,4559,4,Yes,11,3,3,1,5,2,2,2,full_time,non-minority,NO
28,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,1,Laboratory Technician,3,Divorced,2207,4,No,16,3,4,1,5,2,4,2,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,2,1,Laboratory Technician,3,Married,2269,4,No,19,3,4,1,5,2,1,2,full_time,minority,NO
31,Non-Travel,Research & Development,3,2,Medical,Male,2,1,Research Scientist,3,Divorced,3065,4,Yes,13,3,4,1,5,2,4,2,full_time,non-minority,NO
32,Travel_Rarely,Sales,1,2,Life Sciences,Male,2,2,Sales Executive,3,Single,6735,4,No,15,3,2,1,5,2,0,2,contract,minority,NO
37,Travel_Rarely,Research & Development,7,4,Medical,Male,2,2,Research Scientist,3,Married,4284,4,Yes,22,3,3,1,5,2,5,2,full_time,non-minority,NO
35,Travel_Frequently,Research & Development,4,4,Other,Male,2,1,Laboratory Technician,3,Married,2376,4,No,13,3,2,1,5,2,2,2,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,1,Research Scientist,3,Single,2657,4,Yes,11,3,3,1,5,2,5,2,full_time,non-minority,NO
37,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,2,1,Research Scientist,3,Single,4680,4,No,17,3,1,1,5,2,1,2,contract,minority,NO
32,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,2,1,Laboratory Technician,3,Single,2837,4,No,13,3,3,1,5,2,6,2,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,2,1,Research Scientist,3,Single,1261,4,No,12,3,3,1,5,2,1,2,full_time,minority,NO
37,Travel_Rarely,Research & Development,10,1,Life Sciences,Female,2,1,Research Scientist,3,Divorced,2782,4,Yes,13,3,2,1,5,2,5,2,contract,non-minority,NO
29,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,1,Research Scientist,3,Divorced,2720,4,No,18,3,4,1,5,2,10,2,full_time,non-minority,NO
22,Travel_Rarely,Research & Development,8,1,Medical,Female,2,1,Laboratory Technician,3,Married,2398,4,Yes,17,3,3,1,5,2,1,2,full_time,minority,NO
26,Travel_Rarely,Human Resources,20,2,Medical,Female,2,1,Human Resources,3,Married,2148,4,Yes,11,3,3,1,5,2,5,2,full_time,non-minority,NO
25,Travel_Rarely,Sales,8,2,Other,Female,2,2,Sales Executive,3,Divorced,4907,4,Yes,22,3,2,1,5,2,5,2,full_time,non-minority,NO
38,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,2,3,Research Director,3,Married,13582,4,No,13,3,2,1,5,2,15,2,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,2,4,Other,Female,2,2,Research Scientist,3,Married,6962,4,Yes,22,3,4,1,5,2,1,2,full_time,minority,NO
34,Non-Travel,Research & Development,16,4,Technical Degree,Male,2,1,Research Scientist,3,Married,2307,4,Yes,23,3,2,1,5,2,5,2,contract,non-minority,NO
29,Travel_Frequently,Sales,20,3,Technical Degree,Female,2,1,Sales Representative,3,Married,2157,4,No,15,3,2,1,5,2,3,2,full_time,non-minority,NO
47,Non-Travel,Sales,2,4,Marketing,Male,2,2,Sales Executive,3,Married,4978,4,No,11,3,4,1,5,2,1,2,full_time,non-minority,NO
27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,2,Manufacturing Director,3,Married,4227,4,No,18,3,2,1,5,2,3,2,full_time,non-minority,NO
49,Travel_Rarely,Research & Development,22,4,Other,Female,2,4,Research Director,3,Married,16413,4,No,16,3,2,1,5,2,4,2,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,23,3,Medical,Male,2,2,Healthcare Representative,3,Married,5582,4,No,21,3,2,1,5,2,9,2,full_time,non-minority,NO
51,Travel_Rarely,Sales,26,4,Marketing,Female,2,4,Manager,3,Married,16307,4,No,14,3,3,1,5,2,20,2,full_time,non-minority,NO
39,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,2,4,Manufacturing Director,3,Married,12742,4,No,16,3,3,1,5,2,21,2,full_time,non-minority,NO
48,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,3,Laboratory Technician,3,Single,5381,4,Yes,13,3,4,1,5,2,1,2,full_time,minority,NO
44,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,2,1,Research Scientist,3,Married,2559,4,Yes,13,3,4,1,5,2,8,2,full_time,non-minority,NO
58,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,2,1,Research Scientist,3,Single,2479,4,No,24,3,1,1,5,2,1,2,full_time,minority,NO
29,Travel_Frequently,Sales,24,3,Technical Degree,Male,2,1,Sales Representative,3,Single,1091,4,No,17,3,4,1,5,2,1,2,full_time,minority,NO
28,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,2,1,Laboratory Technician,3,Single,3441,4,Yes,13,3,3,1,5,2,2,2,full_time,non-minority,NO
34,Travel_Rarely,Human Resources,3,2,Human Resources,Male,2,1,Human Resources,3,Married,3737,4,No,19,3,3,1,5,2,3,2,full_time,non-minority,NO
32,Non-Travel,Research & Development,1,4,Technical Degree,Male,2,2,Research Scientist,3,Married,4087,4,No,14,3,2,1,5,2,6,2,full_time,non-minority,NO
21,Travel_Rarely,Sales,22,1,Technical Degree,Male,2,1,Sales Representative,3,Single,3447,4,No,11,3,3,1,5,2,3,2,full_time,non-minority,NO
22,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,2,1,Research Scientist,3,Married,2853,4,Yes,11,3,2,1,5,2,0,2,contract,minority,NO
54,Travel_Rarely,Research & Development,22,5,Medical,Female,2,4,Manager,3,Married,17426,4,No,25,3,3,1,5,2,10,2,full_time,non-minority,NO
38,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,2,Healthcare Representative,3,Divorced,5745,4,No,14,3,2,1,5,2,2,2,full_time,non-minority,NO
22,Non-Travel,Research & Development,16,2,Medical,Male,2,1,Laboratory Technician,3,Divorced,2935,4,Yes,13,3,2,1,5,2,1,2,full_time,non-minority,NO
40,Non-Travel,Research & Development,9,5,Life Sciences,Male,2,2,Healthcare Representative,3,Married,4876,4,No,14,3,4,1,5,2,3,2,full_time,non-minority,NO
19,Travel_Rarely,Human Resources,2,2,Technical Degree,Male,2,1,Human Resources,3,Single,2564,4,No,12,3,3,1,5,2,1,2,full_time,minority,NO
49,Travel_Rarely,Research & Development,25,4,Life Sciences,Female,2,1,Laboratory Technician,3,Married,3211,4,No,14,3,4,1,5,2,9,2,contract,non-minority,NO
23,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,1,Research Scientist,3,Married,2073,4,No,16,3,4,1,5,2,2,2,full_time,non-minority,NO
45,Non-Travel,Research & Development,23,2,Life Sciences,Male,2,2,Laboratory Technician,3,Married,3633,4,Yes,15,3,3,1,5,2,9,2,full_time,non-minority,NO
27,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,2,1,Research Scientist,3,Married,2539,4,No,13,3,3,1,5,2,4,2,contract,non-minority,NO
29,Travel_Rarely,Research & Development,25,5,Technical Degree,Female,2,1,Research Scientist,3,Married,2546,4,No,16,3,2,1,5,2,2,2,full_time,non-minority,NO
27,Travel_Rarely,Sales,23,1,Medical,Female,2,2,Sales Representative,3,Married,3540,4,No,21,3,4,1,5,2,9,2,full_time,non-minority,NO
36,Travel_Frequently,Research & Development,18,1,Medical,Female,2,1,Laboratory Technician,3,Single,2153,4,No,13,3,1,1,5,2,8,2,contract,non-minority,NO
25,Travel_Rarely,Sales,18,1,Life Sciences,Male,2,2,Sales Executive,3,Married,6232,4,No,11,3,2,1,5,2,3,2,full_time,non-minority,NO
31,Travel_Frequently,Research & Development,1,1,Life Sciences,Female,2,2,Manufacturing Director,3,Married,4148,4,No,12,3,3,1,5,2,4,2,full_time,non-minority,NO
30,Non-Travel,Sales,22,4,Other,Female,2,3,Sales Executive,3,Married,8412,4,No,11,3,3,1,5,2,9,2,full_time,non-minority,NO
19,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,1,Laboratory Technician,3,Single,1102,4,No,22,3,3,1,5,2,1,2,full_time,minority,NO
38,Travel_Rarely,Research & Development,17,1,Life Sciences,Female,2,3,Healthcare Representative,3,Married,8823,4,No,18,3,1,1,5,2,19,2,full_time,non-minority,NO
33,Travel_Rarely,Research & Development,14,3,Medical,Female,2,1,Research Scientist,3,Married,2756,4,No,13,3,4,1,5,2,8,2,full_time,non-minority,NO
31,Travel_Rarely,Human Resources,18,5,Human Resources,Male,2,1,Human Resources,3,Married,2956,4,No,17,3,3,1,5,2,1,2,full_time,non-minority,NO
21,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,2,1,Laboratory Technician,3,Single,1416,4,No,13,3,1,1,5,2,1,2,full_time,minority,NO
38,Travel_Frequently,Research & Development,29,5,Life Sciences,Female,2,2,Laboratory Technician,3,Single,2406,4,No,11,3,4,1,5,2,10,2,full_time,non-minority,NO
46,Travel_Frequently,Research & Development,1,3,Medical,Male,2,3,Healthcare Representative,3,Married,10673,4,Yes,13,3,3,1,5,2,10,2,full_time,non-minority,NO
44,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,1,Laboratory Technician,3,Married,2818,4,Yes,24,3,3,1,5,2,3,2,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,10,3,Medical,Female,2,3,Manufacturing Director,3,Single,9667,4,No,14,3,2,1,5,2,7,2,full_time,non-minority,NO
43,Travel_Rarely,Research & Development,8,4,Other,Female,2,2,Healthcare Representative,3,Divorced,4522,4,Yes,14,3,4,1,5,2,5,2,contract,non-minority,NO
35,Travel_Rarely,Research & Development,6,1,Life Sciences,Male,2,1,Research Scientist,3,Married,3506,4,Yes,14,3,4,1,5,2,3,2,full_time,non-minority,NO
30,Travel_Frequently,Research & Development,5,4,Life Sciences,Male,2,1,Research Scientist,3,Divorced,3761,4,No,12,3,2,1,5,2,5,2,contract,non-minority,NO
40,Travel_Rarely,Research & Development,2,3,Medical,Female,2,2,Laboratory Technician,3,Married,3448,4,No,22,3,2,1,5,2,1,2,full_time,minority,NO
28,Travel_Rarely,Sales,5,4,Medical,Male,2,2,Sales Executive,3,Single,4908,4,No,14,3,2,1,5,2,4,2,full_time,non-minority,NO
23,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,2,1,Laboratory Technician,3,Married,1601,4,Yes,21,3,3,1,5,2,0,2,full_time,minority,NO
29,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,2,1,Research Scientist,3,Married,2451,4,No,18,3,1,1,5,2,1,2,full_time,non-minority,NO
34,Travel_Rarely,Sales,9,1,Life Sciences,Female,2,2,Sales Executive,3,Married,5714,4,No,20,3,1,1,5,2,6,2,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,23,4,Medical,Female,2,1,Laboratory Technician,3,Married,4014,4,Yes,15,3,3,1,5,2,2,2,full_time,non-minority,NO
42,Travel_Rarely,Research & Development,24,3,Medical,Male,2,3,Manufacturing Director,3,Married,7406,4,Yes,21,3,4,1,5,2,10,2,full_time,non-minority,NO
30,Travel_Frequently,Human Resources,8,3,Human Resources,Female,2,1,Human Resources,3,Divorced,2180,4,No,11,3,3,1,5,2,4,2,contract,non-minority,NO
30,Travel_Rarely,Research & Development,17,4,Medical,Female,2,3,Manager,3,Married,11916,4,Yes,23,3,4,1,5,2,9,2,full_time,non-minority,NO
23,Travel_Rarely,Research & Development,10,1,Medical,Male,2,1,Research Scientist,3,Single,3505,4,No,18,3,4,1,5,2,2,2,full_time,non-minority,NO
44,Travel_Rarely,Research & Development,28,3,Life Sciences,Male,2,4,Research Director,3,Married,16328,4,No,13,3,3,1,5,2,20,2,full_time,non-minority,NO
40,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,2,Manufacturing Director,3,Married,6516,4,Yes,16,3,2,1,5,2,1,2,full_time,minority,NO
59,Travel_Rarely,Research & Development,18,4,Medical,Male,2,3,Manufacturing Director,3,Single,10512,4,No,12,3,4,1,5,2,9,2,contract,non-minority,NO
30,Travel_Rarely,Sales,9,3,Medical,Male,2,1,Sales Representative,3,Single,1081,4,No,13,3,3,1,5,2,1,2,full_time,non-minority,NO
20,Travel_Rarely,Sales,2,3,Medical,Female,2,1,Sales Representative,3,Single,2783,4,No,19,3,1,1,5,2,2,2,full_time,non-minority,NO
30,Travel_Rarely,Sales,8,2,Other,Male,2,3,Sales Executive,3,Divorced,7264,4,No,11,3,1,1,5,2,8,2,full_time,non-minority,NO
25,Travel_Rarely,Research & Development,2,1,Other,Male,2,1,Laboratory Technician,3,Divorced,3977,4,Yes,19,3,3,1,5,2,2,2,full_time,non-minority,NO
49,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,2,5,Research Director,3,Divorced,19502,4,Yes,17,3,3,1,5,2,31,2,contract,non-minority,NO
26,Travel_Rarely,Sales,4,4,Marketing,Male,2,2,Sales Executive,3,Single,5828,4,Yes,12,3,2,1,5,2,8,2,full_time,non-minority,NO
36,Travel_Rarely,Sales,13,5,Marketing,Male,2,2,Sales Executive,3,Divorced,6134,4,Yes,13,3,2,1,5,2,2,2,full_time,non-minority,NO
31,Travel_Rarely,Sales,2,1,Life Sciences,Male,2,2,Sales Executive,3,Single,6582,4,Yes,13,3,3,1,5,2,6,2,full_time,non-minority,NO
28,Travel_Rarely,Research & Development,27,3,Medical,Female,2,2,Manufacturing Director,3,Divorced,4877,4,No,21,3,2,1,5,2,5,2,full_time,non-minority,NO
23,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,1,Sales Representative,3,Divorced,2322,4,No,13,3,3,1,5,2,0,2,full_time,minority,NO
35,Travel_Rarely,Sales,8,4,Life Sciences,Female,2,1,Sales Representative,3,Married,2572,4,No,16,3,2,1,5,2,3,2,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,20,3,Other,Male,2,2,Manufacturing Director,3,Married,9957,4,No,15,3,3,1,5,2,6,2,contract,non-minority,NO
30,Non-Travel,Research & Development,3,3,Life Sciences,Male,3,1,Laboratory Technician,3,Married,2088,2,No,18,3,3,1,3,2,2,1,full_time,non-minority,YES
49,Travel_Rarely,Research & Development,8,2,Technical Degree,Male,3,1,Laboratory Technician,2,Married,2344,8,No,14,3,3,1,17,2,13,9,full_time,minority,YES
35,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,2,2,Healthcare Representative,1,Married,8315,6,Yes,13,3,3,1,14,1,11,7,full_time,non-minority,YES
30,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,3,2,Healthcare Representative,3,Married,5295,3,No,17,3,3,1,10,2,7,1,contract,non-minority,YES
57,Travel_Rarely,Research & Development,3,3,Medical,Female,3,5,Research Director,1,Married,19705,3,Yes,18,3,2,0,33,3,8,6,full_time,non-minority,YES
41,Travel_Rarely,Sales,8,3,Medical,Female,3,5,Manager,3,Divorced,19428,2,No,16,3,2,1,22,2,16,14,full_time,non-minority,YES
40,Travel_Rarely,Sales,22,2,Marketing,Male,2,2,Sales Executive,3,Married,6381,2,Yes,12,3,1,1,8,5,5,4,contract,minority,YES
37,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,3,1,Laboratory Technician,2,Married,3410,1,No,15,3,3,1,8,3,8,6,full_time,minority,YES
27,Non-Travel,Research & Development,23,2,Technical Degree,Male,2,3,Healthcare Representative,1,Single,8722,1,No,12,3,1,0,9,1,9,7,full_time,minority,YES
30,Travel_Rarely,Research & Development,5,1,Life Sciences,Male,2,3,Research Director,3,Married,12760,1,No,16,3,2,1,10,3,9,8,full_time,non-minority,YES
42,Travel_Rarely,Research & Development,7,3,Other,Male,3,1,Research Scientist,4,Married,3696,7,No,14,3,1,1,11,3,9,8,full_time,minority,YES
34,Travel_Rarely,Research & Development,6,4,Life Sciences,Female,3,1,Research Scientist,3,Divorced,2518,4,No,21,4,2,0,15,5,10,7,full_time,minority,YES
38,Travel_Frequently,Research & Development,27,2,Life Sciences,Female,3,2,Research Scientist,3,Divorced,4549,1,No,11,3,1,1,15,3,6,5,full_time,non-minority,YES
37,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,2,3,Manufacturing Director,3,Married,13598,1,No,18,3,1,1,15,2,6,2,full_time,non-minority,YES
28,Travel_Rarely,Research & Development,20,3,Life Sciences,Female,3,2,Manufacturing Director,1,Divorced,9980,1,No,11,3,3,0,9,1,9,8,full_time,non-minority,YES
31,Non-Travel,Sales,1,3,Life Sciences,Female,3,3,Sales Executive,3,Divorced,9858,1,Yes,19,3,1,0,10,4,10,8,full_time,non-minority,YES
29,Travel_Rarely,Sales,4,3,Life Sciences,Male,3,2,Sales Executive,1,Married,6394,1,No,16,3,2,1,7,6,3,3,contract,non-minority,YES
39,Travel_Rarely,Sales,6,3,Life Sciences,Male,2,3,Sales Executive,2,Divorced,10331,6,Yes,14,3,2,0,14,3,11,9,full_time,non-minority,YES
29,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,2,1,Laboratory Technician,2,Married,3335,3,No,13,3,1,1,9,2,6,6,full_time,non-minority,YES
39,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,3,3,Research Director,4,Single,11142,4,No,13,3,3,0,16,4,7,7,full_time,non-minority,YES
37,Travel_Rarely,Research & Development,20,2,Technical Degree,Male,3,1,Laboratory Technician,3,Divorced,4877,2,No,12,3,1,1,9,3,7,5,full_time,non-minority,YES
36,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,2,Laboratory Technician,2,Single,5910,6,No,15,3,3,0,16,2,13,11,contract,non-minority,YES
40,Travel_Rarely,Research & Development,24,4,Life Sciences,Female,2,3,Manufacturing Director,2,Married,13574,0,No,22,3,2,1,20,2,17,6,full_time,non-minority,YES
30,Travel_Rarely,Sales,4,3,Life Sciences,Female,3,3,Sales Executive,3,Married,9419,1,No,12,3,3,1,11,2,10,8,full_time,minority,YES
31,Travel_Rarely,Sales,6,3,Life Sciences,Male,3,2,Sales Executive,1,Married,6392,1,No,14,3,3,1,7,6,2,2,contract,non-minority,YES
40,Travel_Rarely,Sales,22,3,Marketing,Female,2,2,Sales Executive,4,Married,5467,2,No,14,3,1,2,12,3,6,2,full_time,non-minority,YES
